0.1185,-0.0270
0.1185,-0.0072
0.1185,-0.0075
0.1185,-0.0068
0.1184,-0.0089
0.1177,-0.0195
0.1176,-0.0128
0.1178,-0.0080
0.1185,0.0029
0.1194,0.0083
0.1198,0.0047
0.1190,-0.0154
0.1179,-0.0247
0.1170,-0.0258
0.1171,-0.0134
0.1174,-0.0081
0.1177,-0.0077
0.1173,-0.0182
0.1178,-0.0025
0.1185,-0.0270
0.1185,-0.0072
0.1185,-0.0075
0.1185,-0.0068
0.1184,-0.0089
0.1177,-0.0195
0.1176,-0.0128
0.1178,-0.0080
0.1185,0.0029
0.1194,0.0083
0.1198,0.0047
0.1190,-0.0154
0.1179,-0.0247
0.1170,-0.0258
0.1171,-0.0134
0.1174,-0.0081
0.1177,-0.0077
0.1173,-0.0182
0.1178,-0.0025
0.1187,0.0059
0.1197,0.0106
0.1198,0.0073
0.1198,0.0010
0.1192,-0.0158
0.1186,-0.0146
0.1183,-0.0123
0.1183,-0.0082
0.1182,-0.0105
0.1181,-0.0098
0.1172,-0.0248
0.1180,0.0011
0.1189,0.0062
0.1192,0.0006
0.1192,-0.0033
0.1191,-0.0060
0.1189,-0.0084
0.1188,-0.0062
0.1184,-0.0129
0.1185,-0.0270
0.1185,-0.0072
0.1185,-0.0075
0.1185,-0.0068
0.1184,-0.0089
0.1177,-0.0195
0.1176,-0.0128
0.1178,-0.0080
0.1185,0.0029
0.1194,0.0083
0.1198,0.0047
0.1190,-0.0154
0.1179,-0.0247
0.1170,-0.0258
0.1171,-0.0134
0.1174,-0.0081
0.1177,-0.0077
0.1173,-0.0182
0.1178,-0.0025
0.1187,0.0059
0.1197,0.0106
0.1198,0.0073
0.1198,0.0010
0.1192,-0.0158
0.1186,-0.0146
0.1183,-0.0123
0.1183,-0.0082
0.1182,-0.0105
0.1181,-0.0098
0.1172,-0.0248
0.1180,0.0011
0.1189,0.0062
0.1192,0.0006
0.1192,-0.0033
0.1191,-0.0060
0.1189,-0.0084
0.1188,-0.0062
0.1184,-0.0129
0.1179,-0.0173
0.1176,-0.0153
0.1175,-0.0134
0.1173,-0.0146
0.1179,-0.0025
0.1182,-0.0041
0.1183,-0.0063
0.1187,-0.0020
0.1191,0.0011
0.1195,0.0027
0.1197,0.0012
0.1192,-0.0096
0.1188,-0.0109
0.1189,-0.0046
0.1200,0.0152
0.1195,0.0095
0.1186,0.0189
0.1180,0.0168
0.1174,0.0196
0.1185,-0.0270
0.1185,-0.0072
0.1185,-0.0075
0.1185,-0.0068
0.1184,-0.0089
0.1177,-0.0195
0.1176,-0.0128
0.1178,-0.0080
0.1185,0.0029
0.1194,0.0083
0.1198,0.0047
0.1190,-0.0154
0.1179,-0.0247
0.1170,-0.0258
0.1171,-0.0134
0.1174,-0.0081
0.1177,-0.0077
0.1173,-0.0182
0.1178,-0.0025
0.1187,0.0059
0.1197,0.0106
0.1198,0.0073
0.1198,0.0010
0.1192,-0.0158
0.1186,-0.0146
0.1183,-0.0123
0.1183,-0.0082
0.1182,-0.0105
0.1181,-0.0098
0.1172,-0.0248
0.1180,0.0011
0.1189,0.0062
0.1192,0.0006
0.1192,-0.0033
0.1191,-0.0060
0.1189,-0.0084
0.1188,-0.0062
0.1184,-0.0129
0.1179,-0.0173
0.1176,-0.0153
0.1175,-0.0134
0.1173,-0.0146
0.1179,-0.0025
0.1182,-0.0041
0.1183,-0.0063
0.1187,-0.0020
0.1191,0.0011
0.1195,0.0027
0.1197,0.0012
0.1192,-0.0096
0.1188,-0.0109
0.1189,-0.0046
0.1200,0.0152
0.1195,0.0095
0.1186,0.0189
0.1180,0.0168
0.1174,0.0196
0.1163,0.0334
0.1152,0.0369
0.1148,0.0301
0.1144,0.0329
0.1145,0.0246
0.1142,0.0315
0.1133,0.0448
0.1121,0.0548
0.1110,0.0591
0.1111,0.0410
0.1106,0.0536
0.1096,0.0639
0.1085,0.0713
0.1074,0.0774
0.1062,0.0841
0.1056,0.0795
0.1052,0.0783
0.1046,0.0837
0.1043,0.0812
0.1185,-0.0270
0.1185,-0.0072
0.1185,-0.0075
0.1185,-0.0068
0.1184,-0.0089
0.1177,-0.0195
0.1176,-0.0128
0.1178,-0.0080
0.1185,0.0029
0.1194,0.0083
0.1198,0.0047
0.1190,-0.0154
0.1179,-0.0247
0.1170,-0.0258
0.1171,-0.0134
0.1174,-0.0081
0.1177,-0.0077
0.1173,-0.0182
0.1178,-0.0025
0.1187,0.0059
0.1197,0.0106
0.1198,0.0073
0.1198,0.0010
0.1192,-0.0158
0.1186,-0.0146
0.1183,-0.0123
0.1183,-0.0082
0.1182,-0.0105
0.1181,-0.0098
0.1172,-0.0248
0.1180,0.0011
0.1189,0.0062
0.1192,0.0006
0.1192,-0.0033
0.1191,-0.0060
0.1189,-0.0084
0.1188,-0.0062
0.1184,-0.0129
0.1179,-0.0173
0.1176,-0.0153
0.1175,-0.0134
0.1173,-0.0146
0.1179,-0.0025
